question,answer,category,tags,priority
What is DATADOG MULE INTEGRATION - Configuration and how does it work?,"DATADOG MULE INTEGRATION - Configuration The Datadog Mule Integration is a Datadog custom integration and it is configured through a conf.yaml file located at: - Windows systems - C:\ProgramData\Datadog\conf.d\iocs_dmi.d\conf.yaml - Linux systems - /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml The configuration in the conf.yaml is divided into two parts: - INIT_CONFIG: A common part used by all the executions - INSTANCES : A list of instances to be scheduled independently init_config This section contains the common configuration used by all the instance executions. It contains the following configurations (these should not be removed): - HOSTS :Grouping of all the hosts definitions needed by Mulesoft Anypoint Reader. Some hosts are specific to some APIs, if so, it is specified in the description: - ANYPOINT The Anypoint server host url. It is preconfigured with https://anypoint.mulesoft.com but it could be different for EU or GOV Mule Regions, see https://docs.mulesoft.com/access-management/managing-users#prerequisites OBJECT_STORE_V2 : Object Store V2 server host url. See https://docs.mulesoft.com/object- store/osv2-apis for the full list of available hosts. This host definition is used by the Object Store API. Example value: https://object-store-us-east-1.anypoint.mulesoft.com OBJECT_STORE_V2_STATS : TheObject Store V2 Stats server host url. This host definition is used by the Object Store V2 Stats API. It is preconfigured with https://object-store-stats.aypoint.mulesoft.com MULE_SERVER : This is the URL or IP address of the server where a Mule Runtime with the Mule Agent is running. The MULE_SERVER host definition is utilized by the ARM APIs. For example, the value might be http://localhost:9999. OAUTH_PROVIDER : This is the OAuth Provider URL responsible for obtaining a Bearer token used for making requests to all the APIs. By default, it is preconfigured with https://anypoint.mulesoft.com/accounts/api/v2/oauth2/token. However, please note that it might differ for EU or GOV Mule Regions. For specific configurations in these regions, refer to the documentation at link to documentation. see https://docs.mulesoft.com/access-management/managing- users#prerequisites - CLIENT_ID : The Client ID for the authentication API. This value is obtained by creating a connected app in Anypoint Platform. - CLIENT_SECRET : The Client Secret for the authentication API. This value is obtained by creating a connected app in Anypoint Platform. - ENV_ID : The Environment ID represents the specific environment (such as Development, Staging, or Production). - ORG_ID : The Organization ID for the requests that requires to specify it. - CUSTOMER_KEY : The Customer key is provided from our team once the purchase is completed. - CONNECTION_WAIT_TIME : The number of seconds that authentication method will wait until next retry. If not specified it is defaulted to 2 - CONNECTION_ATTEMPTS_NUM: The number of retry attempts that authentication method will perform. If not specified it is defaulted to 3 In the Full Example section there is an example of a configuration file with all the values configured. instances This section contains a list of instances defined following the YAML list item notation -. Each instance is scheduled independently to run a set of APIs with a specific threads number configuration. Each instance contains the following configurations: - MIN_COLLECTION_INTERVAL : The time in seconds between executions. If not specified it is defaulted to 15 seconds - THREADS :The number of allowed parallel threads running the instance - API_FILTER : If not specified, all the APIs are executed, otherwise it must contain a list of APIs to run within the instance following the YAML list item notation In the Full Example Section there is an example of a configuration file with a list of instances. The example is taken directly from the conf.yaml file distributed with the integration and contains the optimum numbers we recommend for almost any scenario for min_collection_interval and threads. The metric collection of any instance can be disabled at any time by commenting out the whole instance. This means, commenting the two attributes mentioned above. Configuration process The example file provided in datadog_checks/iocs_dmi/data/conf.yaml.example and copied to the conf.d/iocs_dmi.d/conf.yaml.example folder after the installation process contains a configuration with all the possible values already configured and they should just work for the common usage case. instances section contains a list of instances that were set to a periodicity and concurrency level according to each API provided information. Even if all these values can be changed, we recommend just go with the defaults. The main configuration parameters to pay attention are: - OBJECT_STORE_V2 : In the section, it depends on the CloudHub Region and can be found at the following link https://docs.mulesoft.com/object- store/osv2-apis - MULE_SERVER : In the hosts section, it depends on the Mule Agent configuration. Following the defaults of the Mule Agent configuration it would be http://localhost:9999 to retrieve the metrics from a Mule Runtime running on the same machine Connected Apps Authentication The credentials to get access to the Anypoint platform. More information about Connected Apps :https://docs.mulesoft.com/access- management/connected-apps-overview. The two parameters to configure: - CLIENT_ID: Connected Apps account client_id - CLIENT_SECRET: It must be configured with the Connected Apps account client_secret - ENV_ID The Environment ID for environment specific requests. See https://docs.mulesoft.com/access- management/environments and https://help.mulesoft.com/s/question/0D52T00004mXPvSSAW/how-to-find-cloud- hub-environment- id - ORG_ID: The Organization ID for the requests that requires to specify it. See https://docs.mulesoft.com/access- management/organization and https://help.mulesoft.com/s/article/How-to- know-my-Organization-ID-Org-ID-on-the-Anypoint- Platform - API_KEY: The API key provided by NOVA when you purchased the product - CUSTOMER_KEY The Customer key provided by NOVA when you purchased the product For EU or GOV Mule Regions, the anypoint and oauth_provider should be changed too. See https://docs.mulesoft.com/access-management/managing- users#prerequisites",datadog-mulesoft-docs,"datadog,mulesoft,documentation,overview,installation,configuration",high
How do I configure Datadog Mule Integration - Customization?,"Datadog Mule Integration - Customization Note: NOVA was formerly known as IO Connect Services. URLs in this document still reference the ioconnectservices.com domain for technical compatibility. The instances property in the conf.yaml file allows you to customize how the agent collects metrics. This means you can manually distribute the API requests performed by the agent, balancing the load across different instances and collecting data based on your specific requirements. Let's assume you are interested in getting updated data of your CloudHub and On-Prem apps behavior, through the Development: Optimizations dashboards, you'd like to monitor the CPU, memory and networking in a constant rate, but you won't like to push the agent to get at the same rate the metrics of your resource allocation. You can easily set up the following configuration to fulfill the depicted requirement. yaml instances: - min_collection_interval: 172800 threads: 32 api_filter: - access_management - min_collection_interval: 10 threads: 32 api_filter: - cloudhub In this example, you are running two separate executions of our metric reader program. If you find yourself in a scenario where customizing API calls is necessary, you can refer to the [NOVA/dmi/configuration) section to locate the configuration YAML file and adjust your settings accordingly. After making the changes, simply restart the agent to apply the new configuration, and you will have a customized agent ready to meet your specific needs.",datadog-mulesoft-docs,"datadog,mulesoft,documentation,configuration,dashboard,monitoring",high
What is Datadog Mule Integration Installation and how does it work?,"Datadog Mule Integration Installation The Datadog Mule Integration is installed following the standard Datadog integration. This section shows the complete path to follow from the prerequisites to get the integration working. Pre-requisites Make sure you have whitelisted the hosts and ports needed. See the System Architecture section for details. Create a Connected App in Anypoint Access Management with the correct permissions. Java 8. Installation Process To install the iocs_dmi check on your host: Download and install the Datadog Agent from https://app.datadoghq.com/account/settings#agent/overview Run sudo -u dd-agent datadog-agent integration install --third-party datadog-iocs-dmi==X.Y.Z, where ""X.Y.Z"" represents the latest version. Configure the integration with the specific parameters needed to properly gather metrics. Restart (or start) the Agent with administrator privileges following the target platform OS instructions. Verify the installation by running the status command. The iocs_dmi should be listed in the ""Running Checks"" section.",datadog-mulesoft-docs,"datadog,mulesoft,documentation,overview,installation,architecture",high
How do I configure DATADOG MULE INTEGRATION - K8 Kubernetes?,"DATADOG MULE INTEGRATION - K8 Kubernetes Prerequisites: Have a running Kubernetes cluster on AWS (e.g., using Amazon EKS). Ensure that kubectl is installed and configured to interact with your Kubernetes cluster. Make sure you have a Datadog account and access to your API Key and APP Key. [Deploy an Agent with the Operator](https://docs.datadoghq.com/containers/kubernetes/installation/?tab=operator#deploy- an-agent-with-the-operator) 1. Install the [Datadog Operator](https://artifacthub.io/packages/helm/datadog/datadog-operator): - helm repo add datadog https://helm.datadoghq.com - helm install my-datadog-operator datadog/datadog-operator 2. Create a Kubernetes secret with your API and app keys kubectl create secret generic datadog-secret --from-literal api-key= --from-literal app-key= Replace and with your Datadog API and application keys. 3. Create a file. datadog-agent.yaml with the spec of your Datadog Agent deployment configuration. The simplest configuration is as follows: Replace with your Datadog site. Your site is datadoghq.com. (Ensure the correct SITE is selected on the right). ```yaml init_config: global: site: datadoghq.com credentials: apiSecret: secretName: datadog-secret keyName: api-key appSecret: secretName: datadog-secret keyName: app-key override: clusterAgent: image: name: gcr.io/datadoghq/cluster-agent:latest nodeAgent: image: name: gcr.io/datadoghq/agent:latest features: apm: enabled: true hostPortConfig: enabled: true eventCollection: collectKubernetesEvents: true npm: enabled: true logCollection: enabled: true containerCollectAll: true liveProcessCollection: enabled: true externalMetricsServer: enabled: true liveContainerCollection: enabled: true orchestratorExplorer: enabled: true ``` 4. Deploy the Datadog Agent with the above configuration file: kubectl apply -f /path/to/your/datadog-agent.yaml 5. Monitoring Your Kubernetes Cluster in Datadog: Log in to your Datadog account and navigate to the ""Infrastructure"" > ""Host Map"" view. You should see your Kubernetes nodes listed here and be able to view metrics and logs from your cluster. 6. Final Remarks: Remember to customize your Datadog Agent configuration to suit your specific needs, including adding additional integrations, tags, and labels as necessary. You can also enable Datadog's APM and Log Management features to monitor your applications and logs more comprehensively.",datadog-mulesoft-docs,"datadog,mulesoft,documentation,configuration,apm,monitoring",high
What do I need to know about DATADOG MULE INTEGRATION - OOTB Assets | Monitors?,"DATADOG MULE INTEGRATION - OOTB Assets | Monitors Monitors Monitors help to constantly keep track of specific events, triggering an alert or notification whenever such events fulfill a condition. Datadog Mule Integration comes with pre built-in monitors for events of failures in the Mule applications or servers. Go to the monitors list by clicking at the side bar: It should be a list like this one: All monitors have the same structure, but each one is configured with specific metrics. The monitor is triggered based on thresholds already set. If you open a monitor in the Edit section, you will find the alert threshold value defined by default. This is different for each monitor: If the alert is triggered, the monitor is going to change to red color, like the image below: You can indicate in the monitor that the issue is fixed by clicking the Resolve button at the top-right corner, the Alert will change the status to OK and the color from red to green: Once updated to âResolveâ, the Alert Monitor widget in the dashboards, also will be updated to OK status. All alerts can be configured to trigger alerts. This is done by configuring the email address, Slack channel or other communication medium that is configured in your Datadog instance. Click on the âEditâ button on the monitor and scroll down to the Notify your team section and configure accordingly. To learn more about monitors go to https://docs.datadoghq.com/monitors/",datadog-mulesoft-docs,"datadog,mulesoft,documentation,integration,dashboard,monitoring",high
What is DATADOG MULE INTEGRATION - OOTB Assets | Operations and how does it work?,"DATADOG MULE INTEGRATION - OOTB Assets | Operations Note: NOVA was formerly known as IO Connect Services. URLs in this document still reference the ioconnectservices.com domain for technical compatibility. Operations: Resources allocation and usage _Pro tip : _ Configure the MuleSoft organization and environment identifiers and save the view. See how you can obtain the identifiers and save the view in the Datadog dashboard in the prerequisites. This dashboard presents the resources available and used of your infrastructure per main organization. The dashboard is divided into six sections: Section 1. ORGANIZATION vCORES It displays the VCores assigned and reassigned per organization, also has a subsection that shows: - vCores used by environments - vCores reassigned per suborganization - VPNs usage - VPCs usage - Load Balancers usage - Static IPs usage Section 2. RESOURCES USAGE The next sections include a table that contains resource allocation by organization name, resources reassigned and assigned. - Organization VPNs - Organization VPCs - Organization Load Balancers - Organization Static IPs Section 3. RESOURCE RE-ALLOCATION Resources from Anypoint Platform in an organization can be reassigned to a sub-organization. The next collapsible sections show how these resources are reassigned to sub-organizations. Operations: APIs Configure the MuleSoft environment, client application and API instance identifiers and save it. See how you can obtain the identifiers and save the view in the Datadog dashboard in the pre- requisites. The dashboard is divived into 4 sections: Overview Requests summary Failed requests summary Top 10 The overview**** displays a summary of the total of requests, response time and failed requests. Basically it groups the data obtained from the HTTP requests through the Mule event. You can filter out this dashboard by apiId, environment and clientId. Requests summary section contains the gathered data of the HTTP request organized by different aspects of the HTTP protocol, such as verb, request and response size, code, and time. It also shows a summary of the requests identifying the client application. The Failed request summary is much the same as the above section groups the failed request by the metadata of the HTTP protocol. Final section, it's the Top 10's, here a list of the most used APIs, active clients, failed APIs and clients, is displayed. ![Image: Top 10's-1] Along with the sections depicted above, the dashboard shows the health of the Datadog Mule Integration and Datadog Agents. Here a full image of how it looks. Development: Optimizations The dashboard displays basic information about CloudHub applications and On- Premise servers. It is divided into CloudHub and On Premise sections that shows: - CPU used - Memory used - Network in and out For CloudHub section, you can select it by application and environment, for On-Premise section by target and host:",datadog-mulesoft-docs,"datadog,mulesoft,documentation,overview,dashboard,ootb",high
How do I install DATADOG MULE INTEGRATION - OOTB Assets | Cost Optimization?,"DATADOG MULE INTEGRATION - OOTB Assets | Cost Optimization Datadog Mule Integration includes 5 dashboards and 9 monitors to visualize and identify the usage of your infrastructure resources. The data used in the dashboards and monitors is collected by the metrics. Once you finalize the Datadog Mule Integration installation, you will be able to check and use all dashboards and monitors in the Datadog page. DASHBOARDS - Development: Optimizations. - Execs: Cost optimization. - Operations: APIs. - Operations: Infrastructure. - Operations: Resources allocation and usage. - Operations: RTF Infrastructure. - Operations: RTF Resource allocation and usage. MONITORS CloudHub and On-Premise. - Applications stopped. - CPU Load. - Memory usage. On-Premise. - Servers stopped. - Application errors. CloudHub. - Queue overload Runtime Fabric - CPU total usage. - Memory total usage. - App status stopped. - App status pending. Prerequisites Before using the dashboards, you must know the identifiers of the organization and environments. This will help to filter out the graphics in the dashboards as well as properly use the tags in the metrics. MuleSoft has documented this in the following articles: How to know my Organization ID (Org ID) on the Anypoint Platform https://help.mulesoft.com/s/article/How-to-know-my-Organization-ID-Org-ID-on- the-Anypoint-Platform How to get Anypoint platform organization details via Anypoint APIs https://help.mulesoft.com/s/article/How-to-get-Anypoint-platform- organization-details-via-Anypoint-APIs Itâs recommended to save views in the dashboards where these identifiers are needed for proper visualization. Learn more about views here https://docs.datadoghq.com/dashboards/template_variables/#saved-views Dashboards Find the assets in the Datadog web page by clicking at the side bar: ![Image: ootb-assets-1] The Dashboard List should be like this one: Letâs review how they work. Execs: Cost Optimization This dashboard monitors the resources available and not available through time per organization, helping you to identify how are being used easily. The first section Application and Server failures shows critical and sensitive information about all the infrastructure: - Applications stopped time. - Applications stopped TOP 10 list. - Applications error On-Premise. - Applications errors On-Premise TOP 10 list. The next section presents the usage of the following resources: - vCores. - VPNs. - VPCs. - Static IPs. - Load Balancers. - Premium Connectors. - Object Store. The information is displayed as values with its own timeline graphic, showing the values through time: Those widgets work by selecting the time range and the right variables located at the top: _Pro-tip : _ Configure the MuleSoft organization and environment identifiers and save the view. See how you can obtain the identifiers and save the view in the Datadog dashboard in the pre-requisites. By default, the dashboard uses and shows the information of all the organizations and environments (*) in your MuleSoft organization. To bring the information of a specific organization and environment, change the values with the correct Ids and change the time range as needed: Operations: Infrastructure The dashboard is divided in three sections: SECTION 1. CRITICAL : Contains alerts that monitor applications critical behavior: - CloudHub applications stopped - Servers stopped - On-Premise application errors - Queue overload These widgets are connected to the monitors, they show when the monitors are in Alert, OK or No Data status: SECTION 2. CLOUDHUB - Memory used - Memory percentage - CPU usage - CPU percentage - Network in and out - Message queue and Inflight SECTION 3. ON-PREMISE - Memory used - Memory percentage (base 256 MB) - CPU used - Network in and out It works similar to the dashboard mentioned before, you must select the variables values and time range as needed:",datadog-mulesoft-docs,"datadog,mulesoft,documentation,installation,connector,dashboard",high
What is DATADOG MULE INTEGRATION - RTF Operations and how does it work?,"DATADOG MULE INTEGRATION - RTF Operations Operations: RTF Infrastructure This dashboard is divided into three main sections that provides a view of your Runtime fabric applications infrastructureâs health and performance. Section 1. CRITICAL Contains applications with critical status: - Stopped applications: Applications that are not running. - Clusters degraded: Clusters that are experiencing performance issues. - Clusters disconnected: Clusters that are unable to communicate. - Nodes with status not healthy - Nodes with status not ready Section 2. APPLICATION RESOURCES OVERVIEW BY REPLICAS Analyze CPU and memory metrics to ensure efficient resource utilization, to ensure resource utilization. Track storage access, network activity, data read/write operations. _Pro tip : _ Configure the MuleSoft application variable to analyze resource for each replica used by the application variable. Section 3.REPLICAS OVERVIEW This section provides a comprehensive view of your application's replicas, high availability, and resilience. Metrics include: - Total replicas: The total number of replicas currently running. - Replicas in bad phase: Replicas experiencing issues. - Available vs. unavailable replicas: A quick glance at replicas currently serving traffic vs. those that are not. - Desired replicas: The count of replicas you aim to have up and running. - Desired not available: Difference between the desired and actual number of replicas, indicating potential deployment issues. Operations: RTF Resource allocation and usage This dashboard displays the resources consumed by your applications per environment, providing valuable insights into resource utilization. It is divided into three sections: _Pro-tip : _ Configure the MuleSoft environment identifiers (production Environment and sandbox Environment) and save the view. See how you can obtain the identifiers and save the view in the Datadog dashboard in the pre-requisites. Section 1. Environment resources Shows the total cores and memory used by applications in production and sandbox environment. Section 2. Environment details This table categorizes resources by environment: - Usage total reserved CPU. - Usage total CPU limit. - Usage total memory. - Allocated CPU. - Allocated memory. Section 3. Environment application resources Focuses on resources from RTF (Runtime Fabric) applications. - Replicas - Reserved CPU - CPU limit - Memory - Enforced active replicas - Running - Total CPU reserved - Total CPU limit - Total memory",datadog-mulesoft-docs,"datadog,mulesoft,documentation,overview,dashboard",high
What do I need to know about DATADOG MULE INTEGRATION - System Architecture | Ports?,"DATADOG MULE INTEGRATION - System Architecture | Ports Note: NOVA was formerly known as IO Connect Services. URLs in this document still reference the ioconnectservices.com domain for technical compatibility. Ports and Hostnames to whitelist The Datadog Mule Integration must have internet connection on port 443 for outbound connections at least. In enterprises, itâs very common that all networks are behind a firewall to protect access. In many other cases, reverse proxies are used to protect outbound communications to restricted websites. Customers must configure rules in the firewall and proxies to ensure the communication to all NOVA Services, Anypoint and Datadog. NOVA Networking Requirements The Datadog Mule Integration does a license check via SSL and hence it requires outbound access to: https://api.ioconnectservices.com/ Port: 443 This is an outbound communication only and itâs initiated by the Datadog agent running on-premise. MuleSoft Anypoint Networking Requirements Communication from Mule servers, installed on-prem, must allow inbound and outbound connections to the following DNS names via port 443 (HTTPS) and 9999 (configurable websocket). Here is a full list of the FQDNs that need to be whitelisted. Pick the ones corresponding to the region to which you MuleSoft organization belongs to. - anypoint.mulesoft.com - eu1.anypoint.mulesoft.com - mule-manager.anypoint.mulesoft.com - mule-manager.eu1.anypoint.mulesoft.com - runtime-manager.anypoint.mulesoft.com - runtime-manager.eu1.anypoint.mulesoft.com - arm-auth-proxy.prod.cloudhub.io - arm-auth-proxy.prod-eu.msap.io - data-authenticator.anypoint.mulesoft.com - data-authenticator.eu1.anypoint.mulesoft.com - analytics-ingest.anypoint.mulesoft.com - analytics-ingest.eu1.anypoint.mulesoft.com - exchange2-asset-manager-kprod.s3.amazonaws.com - exchange2-asset-manager-kprod-eu.s3.eu-central-1.amazonaws.com Learn more about the MuleSoft Anypoint networking requisites in https://docs.mulesoft.com/runtime-manager/rtm-agent- whitelists Datadog Networking Requirements Communication from Datadog agent, installed on-prem, must allow outbound connections to *.datadoghq.com via port 443 (HTTPS). Other ports might be used for specific use cases. The FQDNs that need to be whitelisted are: - trace.agent.datadoghq.com: APM - process.datadoghq.com: Live containers - *.agent.datadoghq.com: Log collection - api.datadoghq.com: Non-critical functions such as checking API Key validity Modern firewalls can whitelist request based on OSI's layer 7. Also, you can find these requisites in Datadog site, they are well documented. https://docs.datadoghq.com/agent/guide/network/?tab=agentv6v7 To know the full list of IP ranges that Datadog uses, see the following sites. - https://ip-ranges.datadoghq.com/ - https://ip-ranges.datadoghq.eu/ In Datadog, all communication is outbound, meaning the agent sends data to Datadog and Datadog never requests to client servers. All communication is done through these ports: - 443/TCP: port for most Agent data. (Metrics, APM, Live Processes/Containers) - 123/UDP: Network time protocol (NTP) - 10516/TCP: port for the Log collection over TCP for Datadog US region, 443/tcp for the Datadog EU region. - 10255/TCP: port for the Kubernetes http kubelet - 10250/TCP: port for the Kubernetes https kubelet The only inbound communication needed is to send data to agents within the same network, like it's the case of APM configured in a Mule application using the Datadog APM Connector to trace processes. - 5000/TCP: port for the go_expvar server - 5001/TCP: port on which the IPC api listens - 5002/TCP: port for the Agent browser GUI to be served - 8125/UDP: dogstatsd - 8126/TCP: port for the APM Receiver",datadog-mulesoft-docs,"datadog,mulesoft,documentation,connector,apm,architecture",medium
How do I configure DATADOG MULE INTEGRATION - System Architecture?,"DATADOG MULE INTEGRATION - System Architecture Note: NOVA was formerly known as IO Connect Services. URLs in this document still reference the ioconnectservices.com domain for technical compatibility. The Datadog Mule Integration is an agent-based integration. This means that the customer must install the agent in a server on-premises and configure it. https://docs.datadoghq.com/developers/integrations/ Prerequisites NOVA API The Datadog Mule Integration does a license check via SSL and hence it requires outbound access to: https://api.ioconnectservices.com/ Port: 443 On-prem Mule servers On-prem Mule servers must be registered in Anypoint Runtime Manager (ARM) to be able to collect data. The RM Agent comes in the /bin folder of the Mule runtime, then you can perform the command in CLI. See instructions in https://docs.mulesoft.com/runtime-manager/servers- create. Any server thatâs registered in a group or cluster in ARM must be able to gather metrics from those as well. Mule Networking pre-requisites In order for the agent to properly connect to ARM in Anypoint, specific network configuration must be allowed. All DNS names, ports and IPs needed to hook the agent are documented in https://docs.mulesoft.com/runtime- manager/rtm-agent-whitelists. CloudHub applications Given the cloud nature of applications deployed to CloudHub, all application and server metadata is intrinsically stored by default on Anypoint Control Plane. No special configuration is required other than the needed permissions in the connected app.",datadog-mulesoft-docs,"datadog,mulesoft,documentation,configuration,architecture",high
How do I configure SUPPORT - Troubleshooting?,"SUPPORT - Troubleshooting Guide Title Last Update Created Version DMI appeared to stop reporting metrics in dashboards Feb 17, 2025 APM Connector Compatibility Updating Datadog Integration (DMI4APM) Configuration file on Windows Feb 12, 2025 The following article contains possible errors maybe encounter while Mule Developer is instrumenting a Mule app/api with the APM Mule Connector Jul 17, 2024 Jul 01, 2024 3.0.0 Article contains recommendations related to Taget Variable, Version Property, Baggage items Jun 26, 2024 Article contains recommendations related to send spans to external service for propagation purpose Jul 16, 2024 The api_events.json file contains configuration data related to the metrics and events that the Mulesoft Anypoint Integration fetches. Oct 04, 2023 Sep 22, 2023 1.1.1",datadog-mulesoft-docs,"datadog,mulesoft,documentation,configuration,integration,apm",high
How do I configure SUPPORT - Recommendations Using the APM Connector 3.0.0?,"SUPPORT - Recommendations Using the APM Connector 3.0.0 Note: NOVA was formerly known as IO Connect Services. URLs in this document still reference the ioconnectservices.com domain for technical compatibility. Last update: July 16, 2024 We have a list of recommendations or good practices when you are using the APM Connector 3.0.0, we highly recommend following them. - Target variable: We recommend always storing the result of a create and update operations in a new variable. Using the connector like that you will avoid problems of overwriting your payload. You can see the next screenshot as an example to define your variable. You can name your variable in the way you wish but we recommend using a name clearly and easily identifiable - Version property in Global config and Log4j2: When you define the version in your global configuration that means that you will add a tag âversionâ in all your traces. But what if you want to add a Log operation to succesfully correlate both traces and logs you need to match the properties of your tags in traces and log configuration, this includes adding a version property. You can follow the example in the Global config new property: âversionâ section, for further details please visit [NOVA/dmi4apm/apm-global-elements) and Log4j section. - Injection of baggage items with DataWeave function: You can use a DataWeave expression to send a variable that resolves in an object of key/value pair. This will help you to get all your properties at once instead define one by one each of your propagated tags. - Propagations of baggage items with DataWeave function: You can use a DataWeave expression to send a variable that resolves in an object of key/value pair. This will help you to send all your properties at once instead set one by one each of your propagated tags.",datadog-mulesoft-docs,"datadog,mulesoft,documentation,configuration,apm,connector",high
How do I configure SUPPORT - How to migrate to 3.0.0?,"SUPPORT - How to migrate to 3.0.0 Note: NOVA was formerly known as IO Connect Services. URLs in this document still reference the ioconnectservices.com domain for technical compatibility. Last update: July 17, 2024 We know that you probably come from an older version of APM Connector, if that is your case read the next topics to learn how to migrate to the 3.0.0 version to 3.0.0 When you are migrating from a 2.X.X version to a 3.0.0 you need to follow the next steps to be able to use correctly next versions. - First, you need to update your dependency on the pom.xml file to 3.0.0 version. - Target variable must be stored the result of a create and update operations in a new variable, please review notes below and you can also have further details in the Best Practices article here 1.X.X to 3.0.0 When you are migrating from a 1.X.X version to a 3.0.0 you need to follow the next steps to be able to use correctly next versions - First, you need to update your dependency on the pom.xml file to 3.0.0 version. - The next thing to do is to update your host and port in your global configuration to aim for the correct server. Note: Target variable: the Target variable must be stored the result of a create and update operations in a new variable. Using the connector like that you will avoid problems of overwriting your payload. You can see the next screenshot as an example to define your variable. You can name your variable in the way you wish but we recommend using a name clearly and easily identifiable",datadog-mulesoft-docs,"datadog,mulesoft,documentation,configuration,integration,apm",high
How do I configure SUPPORT - How to Distribute Spans to Other Apps?,"SUPPORT - How to Distribute Spans to Other Apps Last update: July 16, 2024 Send your span context via headers. Here are three methods: As a DataWeave Function: Send all properties as an object. If you need to add your custom headers you can use the next option as an example As a Table: Add headers one by one in Anypoint Studio. With Default Headers: Configure headers in HTTP Request configuration.",datadog-mulesoft-docs,"datadog,mulesoft,documentation,configuration,integration",high
How do I configure SUPPORT - Modifying api_events.json?,"SUPPORT - Modifying api_events.json Last update: October 04, 2023 Location of the File The api_events.json file is located in the following directory path, relative to your Datadog installation directory: ```yaml $DD_INSTALLATION_DIR/datadog_checks/mulesoft_anypoint/vendor/integration_core/readers/mulesoft_anypoint/apis/api_events.json ``` Here, $DD_INSTALLATION_DIR represents the root directory of your Datadog installation. Purpose of the File The api_events.json file contains configuration data related to the metrics and events that the Mulesoft Anypoint Integration fetches. Each metric may have associated tags, one of which is resource_path. How to Modify the File Backup : As a best practice, always make a backup of the original api_events.json file before making any modifications. This ensures you have a fallback option in case of unintended changes. Access the file : Navigate to the directory provided above, relative to your Datadog installation directory. Open the api_events.json file in a text or code editor of your choice. Locate the ""resource_path"" tag : Within the file, search for instances of the tag ""resource_path"" under the tags_expr_str section for each metric. It will look something like this: ```yaml ""resource_path"": ""$[*].['Resource Path']"", ``` 4. Remove the tag : For each metric that contains the ""resource_path"" tag, remove the entire line for this tag. Ensure you also handle the comma appropriately to maintain the correct JSON format. Save and close : Once you've removed the ""resource_path"" tag from all metrics, save your changes and close the editor. Restart the Datadog Agent : Depending on your configuration and setup, you might need to restart the Datadog Agent to apply the changes. Please refer to Datadog's official documentation or your system's best practices for guidance on this step. Important Note: ð¨ Implications of Tag Removal : By removing the ""resource_path"" tag, if any dashboard or query uses this tag, it will be affected. The dashboard or query relying on this tag will no longer function as intended. ð¨ Maintaining JSON Structure : Ensure that the resulting api_events.json file maintains a valid JSON structure after the modification. Invalid or corrupted JSON can lead to malfunctions or loss of functionality in the Datadog Mulesoft Anypoint integration. Using online JSON validators or built- in features of JSON editors can help verify the structure.",datadog-mulesoft-docs,"datadog,mulesoft,documentation,configuration,integration,dashboard",high
How do I configure SUPPORT - Possible Errors?,"SUPPORT - Possible Errors Last update: July 17, 2024 Errors Updating to APM Connector 3.0.0 could cause you to face some type of errors and here we will explain how you can handle them. Null values When you define where your trace information is in your operation you need to specify from where to take it. This could bring some issues if you use DataWeave to resolve the value and that value is null. You will see the next error message in that case. 1.png?VersionId=roAxoFxvt7gdGR9.2E5fHfzLeOJtb1JK) How to handle this error? You can validate the value using a default value to avoid getting null. You can use the next DataWeave expression as an example Logs and traces not correlating If you are having the problem that your application does not show the relations with its logs could be due to they are not correlated correctly That means your Log4j2 configuration properties MUST match with your configuration set in your APM Global Configuration in next fields: - env - Service - Version Those three fields must match in order to show correctly the connection between logs and traces. Examples - The next is an example of a fully configured APM Connector with distributed tracing. - A create span connector with no distributed tracing, next is the general tab Distributed tracing tab",datadog-mulesoft-docs,"datadog,mulesoft,documentation,configuration,integration,apm",high
