question,answer,category,tags,priority
"Trial Period for Mule Integration with Datadog - The customer (Ixer Sasiain from Guardian) has requested a trial extension for the Mule Integration with Datadog plugin. They initially had a 14-day trial which ended, and they are now looking to re-enable the trial, possibly for a longer period.","Problem: The customer (Ixer Sasiain from Guardian) has requested a trial extension for the Mule Integration with Datadog plugin. They initially had a 14-day trial which ended, and they are now looking to re-enable the trial, possibly for a longer period.

Resolution: 1. Customer activates DMI integration from Datadog Marketplace
2. If trial option is not visible, contact Datadog account representative to request trial activation
3. Once trial is activated, contact support_ddp@novacloud.io and provide Master Organization ID to receive customer_key
4. For trial extensions beyond standard period, contact support_ddp@novacloud.io to discuss available options
5. Nova may provide customized trial arrangements based on expected production usage requirements
6. Configure DMI using provided customer_key in /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml
7. Restart Datadog agent: sudo systemctl restart datadog-agent
8. Verify integration status: sudo datadog-agent status | grep iocs_dmi",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",medium
Customizing Datadog Dashboards for Mule Integration - A customer is experiencing difficulty differentiating between IDs in the Mule Operations dashboard and is requesting a way to show resolved names instead of IDs for better interpretation by internal customers.,"Problem: A customer is experiencing difficulty differentiating between IDs in the Mule Operations dashboard and is requesting a way to show resolved names instead of IDs for better interpretation by internal customers.

Resolution: 1. Clone the existing dashboards provided by the Datadog Mule Integration.
2. Modify the cloned dashboards to display resolved names instead of IDs.
3. Use Datadog query and filter options to tailor the dashboard to specific requirements.
4. Refer to the attached document with instructions on creating a custom dashboard using the Datadog Mule Integration.
5. Customize the dashboards to align with team preferences and make data interpretation easier.",datadog-mulesoft,"integration,mulesoft,datadog",low
Customizing Datadog Dashboards for Mulesoft Integration - The default Datadog dashboards for Mulesoft integration use IDs which can be challenging to differentiate and may not be intuitive for internal customers.,"Problem: The default Datadog dashboards for Mulesoft integration use IDs which can be challenging to differentiate and may not be intuitive for internal customers.

Resolution: 1. Clone the existing dashboards provided by the integration.
2. Modify the cloned dashboards to display more relevant information, including resolved names instead of IDs.
3. Use Datadog's query and filter options to tailor the dashboard to specific requirements.
4. Refer to the provided document with instructions on how to create a dashboard using the Datadog Mule Integration.
5. Customize the dashboards to align better with team preferences and make data interpretation easier.",datadog-mulesoft,"integration,mulesoft,datadog",low
"Datadog Mule 4 Connector Information and Purchase Process - A potential customer is requesting more information about the Datadog Mule 4 Connector, including how it works, legal agreements, and the ordering process.","Problem: A potential customer is requesting more information about the Datadog Mule 4 Connector, including how it works, legal agreements, and the ordering process.

Resolution: The Datadog Mule 4 Connector is a tool provided by us, not a specific configuration of the Datadog agent. It works as an integration between Mule 4 applications and Datadog for monitoring and observability. The legal agreement is typically managed through Datadog's marketplace terms. The ordering and invoicing process is handled through Datadog's marketplace, not directly with us.",datadog-mulesoft,"configuration,integration,mulesoft,datadog,logs",medium
"Datadog IOConnect Integration Agent Timeouts Due to Firewall Configuration - The Datadog agent integration stopped working, with the agent.log file showing communication issues and timeouts when trying to connect to Datadog endpoints. The customer observed errors such as 'Too many errors for endpoint' and 'TLS handshake timeout'. Attempts to reinstall the agent also resulted in timeout errors. The issue began around 4:40 PM ET, before system updates were applied.","Problem: The Datadog agent integration stopped working, with the agent.log file showing communication issues and timeouts when trying to connect to Datadog endpoints. The customer observed errors such as 'Too many errors for endpoint' and 'TLS handshake timeout'. Attempts to reinstall the agent also resulted in timeout errors. The issue began around 4:40 PM ET, before system updates were applied.

Resolution: The problem was resolved by adding the server instance back into the correct firewall group, restoring network access. This highlights the importance of maintaining proper firewall configurations for services that require external communication.",datadog-mulesoft,"configuration,integration,datadog,troubleshooting,network",high
"Setting Up Multiple Datadog Agents for Different Mulesoft Environments - A customer wants to gather metrics from multiple Mulesoft environments (Dev, Test, QA, Prod) but notices that the conf.yaml file in the Datadog Mulesoft integration only supports one environment ID at a time.","Problem: A customer wants to gather metrics from multiple Mulesoft environments (Dev, Test, QA, Prod) but notices that the conf.yaml file in the Datadog Mulesoft integration only supports one environment ID at a time.

Resolution: Multi-Environment Setup:
DMI requires separate installations for each MuleSoft environment due to single env_id limitation per conf.yaml file.

Deployment Steps per Environment:
1. Deploy separate compute instance (VM, EC2, or server) for each environment
2. Install Datadog agent on each instance
3. Install DMI integration on each instance
4. Configure environment-specific conf.yaml:
   - Same customer_key and Master Organization ID for all instances
   - Environment-specific env_id for each installation
   - Same authentication credentials (client_id/client_secret)

Configuration Example:
- Instance 1: env_id for Development environment
- Instance 2: env_id for Test environment
- Instance 3: env_id for QA environment
- Instance 4: env_id for Production environment

Configuration File Locations:
- Linux: /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml
- Windows: C:\ProgramData\Datadog\conf.d\iocs_dmi.d\conf.yaml

Verification Steps:
1. Restart Datadog agent on each instance: sudo systemctl restart datadog-agent
2. Verify integration status: sudo datadog-agent status | grep iocs_dmi
3. Check reader.log for successful operation: /var/log/datadog/reader.log
4. Confirm metrics appear in Datadog with environment-specific tags",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"Datadog Agent Licensing and Multi-Environment Monitoring for Mulesoft - A customer inquired about licensing costs for additional Datadog agents when monitoring multiple Mulesoft environments (Dev, Test, QA, Prod). They also asked about the possibility of using a single agent to monitor multiple environments.","Problem: A customer inquired about licensing costs for additional Datadog agents when monitoring multiple Mulesoft environments (Dev, Test, QA, Prod). They also asked about the possibility of using a single agent to monitor multiple environments.

Resolution: DMI Licensing Model:
DMI is licensed based on MuleSoft vCores (production and sandbox), not by the number of Datadog agents deployed. The number of agents does not affect licensing cost, as pricing is determined by total vCores in your MuleSoft environments.

Multi-Environment Agent Setup:
Each Datadog agent monitors a single MuleSoft environment due to single env_id limitation per conf.yaml file.

Deployment Steps per Environment:
1. Deploy separate compute instance (VM, EC2, or server) for each environment
2. Install Datadog agent on each instance
3. Install DMI integration on each instance
4. Configure environment-specific conf.yaml:
   - Same customer_key and Master Organization ID for all instances
   - Environment-specific env_id for each installation
   - Same authentication credentials (client_id/client_secret)

Configuration File Locations:
- Linux: /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml
- Windows: C:\ProgramData\Datadog\conf.d\iocs_dmi.d\conf.yaml

Verification Steps:
1. Restart Datadog agent on each instance: sudo systemctl restart datadog-agent
2. Verify integration status: sudo datadog-agent status | grep iocs_dmi
3. Check reader.log for successful operation: /var/log/datadog/reader.log
4. Confirm metrics appear in Datadog with environment-specific tags",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"Datadog Mulesoft Integration: Licensing and Multi-Environment Configuration - A customer inquired about licensing costs for multiple Datadog agents and how to configure the integration to monitor multiple Mulesoft environments (Dev, Test, QA, Prod).","Problem: A customer inquired about licensing costs for multiple Datadog agents and how to configure the integration to monitor multiple Mulesoft environments (Dev, Test, QA, Prod).

Resolution: DMI Licensing Model:
DMI is licensed based on MuleSoft vCores (production and sandbox), not by the number of Datadog agents deployed. The number of agents does not affect licensing cost, as pricing is determined by total vCores in your MuleSoft environments.

Multi-Environment Agent Setup:
Each Datadog agent monitors a single MuleSoft environment due to single env_id limitation per conf.yaml file.

Deployment Steps per Environment:
1. Deploy separate compute instance (VM, EC2, or server) for each environment
2. Install Datadog agent on each instance
3. Install DMI integration on each instance
4. Configure environment-specific conf.yaml:
   - Same customer_key and Master Organization ID for all instances
   - Environment-specific env_id for each installation
   - Same authentication credentials (client_id/client_secret)

Configuration File Locations:
- Linux: /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml
- Windows: C:\ProgramData\Datadog\conf.d\iocs_dmi.d\conf.yaml

Verification Steps:
1. Restart Datadog agent on each instance: sudo systemctl restart datadog-agent
2. Verify integration status: sudo datadog-agent status | grep iocs_dmi
3. Check reader.log for successful operation: /var/log/datadog/reader.log
4. Confirm metrics appear in Datadog with environment-specific tags",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"Datadog Agent Licensing for Multiple Mule Environments - A customer was unsure if setting up additional Datadog agents to monitor different Mule environments (Dev, Test, QA, Prod) would incur extra license fees.","Problem: A customer was unsure if setting up additional Datadog agents to monitor different Mule environments (Dev, Test, QA, Prod) would incur extra license fees.

Resolution: DMI Licensing Model:
DMI is licensed based on MuleSoft vCores (production and sandbox), not by the number of Datadog agents deployed. The number of agents does not affect licensing cost, as pricing is determined by total vCores in your MuleSoft environments.

Multi-Environment Agent Setup:
Each Datadog agent monitors a single MuleSoft environment due to single env_id limitation per conf.yaml file.

Deployment Steps per Environment:
1. Deploy separate compute instance (VM, EC2, or server) for each environment
2. Install Datadog agent on each instance
3. Install DMI integration on each instance
4. Configure environment-specific conf.yaml:
   - Same customer_key and Master Organization ID for all instances
   - Environment-specific env_id for each installation
   - Same authentication credentials (client_id/client_secret)

Configuration File Locations:
- Linux: /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml
- Windows: C:\ProgramData\Datadog\conf.d\iocs_dmi.d\conf.yaml

Verification Steps:
1. Restart Datadog agent on each instance: sudo systemctl restart datadog-agent
2. Verify integration status: sudo datadog-agent status | grep iocs_dmi
3. Check reader.log for successful operation: /var/log/datadog/reader.log
4. Confirm metrics appear in Datadog with environment-specific tags",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"Datadog Mulesoft Integration: Licensing and Multi-Environment Setup - The customer was unsure if setting up additional agents for different Mulesoft environments (Dev, Test, QA, Prod) would incur extra license fees. They also needed clarification on the best method to monitor multiple Mulesoft environments.","Problem: The customer was unsure if setting up additional agents for different Mulesoft environments (Dev, Test, QA, Prod) would incur extra license fees. They also needed clarification on the best method to monitor multiple Mulesoft environments.

Resolution: DMI Licensing Model:
DMI is licensed based on MuleSoft vCores (production and sandbox), not by the number of Datadog agents deployed. The number of agents does not affect licensing cost, as pricing is determined by total vCores in your MuleSoft environments.

Multi-Environment Agent Setup:
Each Datadog agent monitors a single MuleSoft environment due to single env_id limitation per conf.yaml file.

Deployment Steps per Environment:
1. Deploy separate compute instance (VM, EC2, or server) for each environment
2. Install Datadog agent on each instance
3. Install DMI integration on each instance
4. Configure environment-specific conf.yaml:
   - Same customer_key and Master Organization ID for all instances
   - Environment-specific env_id for each installation
   - Same authentication credentials (client_id/client_secret)

Configuration File Locations:
- Linux: /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml
- Windows: C:\ProgramData\Datadog\conf.d\iocs_dmi.d\conf.yaml

Verification Steps:
1. Restart Datadog agent on each instance: sudo systemctl restart datadog-agent
2. Verify integration status: sudo datadog-agent status | grep iocs_dmi
3. Check reader.log for successful operation: /var/log/datadog/reader.log
4. Confirm metrics appear in Datadog with environment-specific tags",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"Configuring Datadog agents for multiple Mulesoft environments - A customer wants to gather metrics from multiple Mulesoft environments (Dev, Test, QA, Prod) but the conf.yaml file only appears to support one environment ID.","Problem: A customer wants to gather metrics from multiple Mulesoft environments (Dev, Test, QA, Prod) but the conf.yaml file only appears to support one environment ID.

Resolution: Multi-Environment Agent Setup:
Each Datadog agent monitors a single MuleSoft environment due to single env_id limitation per conf.yaml file.

Deployment Steps per Environment:
1. Deploy separate compute instance (VM, EC2, or server) for each environment
2. Install Datadog agent on each instance
3. Install DMI integration on each instance
4. Configure environment-specific conf.yaml:
   - Same customer_key and Master Organization ID for all instances
   - Environment-specific env_id for each installation
   - Same authentication credentials (client_id/client_secret)

Configuration File Locations:
- Linux: /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml
- Windows: C:\ProgramData\Datadog\conf.d\iocs_dmi.d\conf.yaml

Verification Steps:
1. Restart Datadog agent on each instance: sudo systemctl restart datadog-agent
2. Verify integration status: sudo datadog-agent status | grep iocs_dmi
3. Check reader.log for successful operation: /var/log/datadog/reader.log
4. Confirm metrics appear in Datadog with environment-specific tags",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"Datadog Mulesoft Integration: Overview and Setup Process - A customer is seeking information about the Datadog Mulesoft Integration, specifically how it works, the tools involved, and the legal and ordering process.","Problem: A customer is seeking information about the Datadog Mulesoft Integration, specifically how it works, the tools involved, and the legal and ordering process.

Resolution: DMI Product Overview:
DMI is an agent-based integration acquired through Datadog Marketplace that collects information from MuleSoft Anypoint Platform and uploads metrics to Datadog, providing 120+ metrics, out-of-the-box dashboards, and monitoring capabilities.

Setup Requirements:
1. Datadog agent must be installed on a server (VM, EC2, or physical server)
2. Agent installation guide available at: https://docs.datadoghq.com/agent/
3. DMI connects to Anypoint Platform without requiring updates to existing Mule applications
4. Configuration through /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml

Product Components:
DMI integration is separate from APM (Datadog Mule 4 Connector) which is used for instrumenting Mule applications for distributed tracing and logs. Full version includes both DMI for infrastructure monitoring and APM for application-level monitoring.

Configuration Process:
1. Install DMI from Datadog Marketplace
2. Contact support_ddp@novacloud.io with Master Organization ID to receive customer_key
3. Configure authentication credentials (client_id/client_secret or username/password)
4. Set Master Organization ID and env_id in conf.yaml
5. Restart Datadog agent: sudo systemctl restart datadog-agent
6. Verify integration status: sudo datadog-agent status | grep iocs_dmi

Trial and Ordering:
- 14-day trial available through Datadog Marketplace
- All agreements, ordering, and invoicing managed through Datadog Marketplace
- Licensing based on MuleSoft vCores (production and sandbox)

Documentation References:
- Installation guide: https://docs.ioconnectservices.com/dmi/installation
- Complete documentation: https://docs.ioconnectservices.com/dmi",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"Datadog Mule Integration (DMI) and APM Connector Overview - Customer needs clarification on the Datadog Mule Integration, its components, trial availability, and support during the trial period.","Problem: Customer needs clarification on the Datadog Mule Integration, its components, trial availability, and support during the trial period.

Resolution: DMI Solution Components:
The DMI solution consists of two separate products with different capabilities and requirements.

DMI Core Integration:
- Provides metrics, dashboards, and monitors for MuleSoft environments
- Collects information directly from Anypoint Platform APIs
- No code changes required in existing Mule applications
- Available for 14-day trial through Datadog Marketplace
- Focuses on infrastructure and platform-level monitoring

APM Connector:
- Instruments Mule applications to send business logic information (logs and traces) to Datadog APM
- Requires code changes in each Mule application for instrumentation
- Not available for trial - only accessible after purchase
- Provides application-level performance monitoring and distributed tracing

Trial and Support Information:
DMI Core trial period is 14 days through Datadog Marketplace activation. Nova provides installation assistance and troubleshooting support during trial period. Contact support_ddp@novacloud.io for trial setup assistance and customer_key provision upon Master Organization ID submission.

Installation Requirements:
- DMI: Datadog agent installation on server, no Mule app modifications
- APM: Application-level instrumentation requiring Mule app code changes
- Documentation available at: https://docs.ioconnectservices.com/dmi/installation

Product Selection:
- DMI: Infrastructure monitoring without application changes
- APM: Application performance monitoring requiring code instrumentation
- Both products can be used together for comprehensive monitoring coverage",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",low
"Datadog Mule Integration (DMI) Demo and Trial Information - The customer is interested in trialing the Datadog Mule Integration but needs more information about the demo process, trial period, and available resources.","Problem: The customer is interested in trialing the Datadog Mule Integration but needs more information about the demo process, trial period, and available resources.

Resolution: DMI Trial Information:
DMI offers 14-day trial through Datadog Marketplace with potential for extension. Trial includes full access to DMI capabilities for infrastructure and platform monitoring.

Available Products:
Nova offers two separate and independent products for MuleSoft monitoring:

DMI (Datadog MuleSoft Integration):
- Provides metrics, dashboards, and monitors from Anypoint Platform
- No code changes required in existing Mule applications
- Available for 14-day trial through Datadog Marketplace
- Nova provides installation and troubleshooting support during trial

APM (Application Performance Monitoring):
- Separate product for instrumenting Mule applications
- Provides distributed tracing and performance monitoring
- Requires code changes in each Mule application
- Not available for trial - only accessible after purchase

Demo Resources:
- Video demonstration available at: https://www.youtube.com/watch?v=GLL6m2K1huw
- Live demo can be scheduled upon request through support_ddp@novacloud.io
- Demo covers DMI infrastructure monitoring and APM application instrumentation as separate products

Trial Setup Process:
1. Activate DMI trial through Datadog Marketplace
2. Contact support_ddp@novacloud.io with Master Organization ID to receive customer_key
3. Nova provides installation assistance and troubleshooting support during trial period
4. Configuration guidance available at: https://docs.ioconnectservices.com/dmi/installation",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",medium
"Datadog Mule Integration (DMI) and APM Connector Information - A customer is interested in trying out the Datadog Mule Integration and needs information about the trial process, available resources, and deployment requirements.","Problem: A customer is interested in trying out the Datadog Mule Integration and needs information about the trial process, available resources, and deployment requirements.

Resolution: Available Products:
Nova offers two separate and independent products for MuleSoft monitoring:

DMI (Datadog MuleSoft Integration):
- Provides metrics, dashboards, and monitors from Anypoint Platform
- No code changes required in existing Mule applications
- Available for 14-day trial through Datadog Marketplace
- Nova provides installation and troubleshooting support during trial

APM (Application Performance Monitoring):
- Separate product for instrumenting Mule applications
- Provides distributed tracing and performance monitoring
- Requires code changes in each Mule application
- Not available for trial - only accessible after purchase

Demo Resources:
- Video demonstration available at: https://www.youtube.com/watch?v=GLL6m2K1huw
- Live demo can be scheduled upon request through support_ddp@novacloud.io
- Demo covers DMI infrastructure monitoring and APM application instrumentation as separate products",datadog-mulesoft,"integration,mulesoft,datadog,troubleshooting,deployment",medium
"Datadog Mule Integration (DMI) Trial and Demo Information - Customer is interested in trialing and getting a demo of the Datadog Mule Integration, including information on trial periods, assistance during the trial, and demo options for both DMI and APM connector.","Problem: Customer is interested in trialing and getting a demo of the Datadog Mule Integration, including information on trial periods, assistance during the trial, and demo options for both DMI and APM connector.

Resolution: DMI Trial Process:
DMI offers 14-day trial through Datadog Marketplace with potential for extension. Nova provides installation assistance, troubleshooting support, and guidance throughout trial period.

APM Evaluation:
APM is a separate product that cannot be trialed and is only available after purchase. Live demo can be scheduled to demonstrate APM capabilities and required code changes for Mule application instrumentation.

Deployment Model Support:
DMI supports multiple MuleSoft deployment models. Important to identify customer deployment model for proper configuration:
- CloudHub 1.0: Full support with comprehensive metrics
- CloudHub 2.0: Limited metrics support  
- On-premise: Full support with mule_server configuration required
- Runtime Fabric (RTF): Supported with hybrid configuration

Demo Resources:
- Video demonstration available at: https://www.youtube.com/watch?v=GLL6m2K1huw
- Live demo can be scheduled for in-depth APM demonstration and code change requirements
- Contact support_ddp@novacloud.io to schedule demo sessions

Trial Setup Process:
1. Activate DMI trial through Datadog Marketplace
2. Contact support_ddp@novacloud.io with Master Organization ID to receive customer_key
3. Specify deployment model (CloudHub 1.0/2.0, On-premise, RTF) for proper configuration guidance
4. Nova provides deployment-specific installation and configuration assistance",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",medium
"DMI Trial Setup for Client POV Demonstrations - 1. Activate DMI trial through Datadog Marketplace for client account
2. Contact support_ddp@novacloud.io for POV assistance and coordination
3. Provide client Master Organization ID to receive customer_key for configuration
4. Nova will provide deployment guidance specific to client MuleSoft environment

Deployment Assistance:
1. Documentation review: https://docs.ioconnectservices.com/dmi/installation
2. Environment assessment for proper deployment model configuration
3. Installation guidance for client infrastructure requirements
4. Configuration support for Connected App permissions and authentication

Demo Resources:
- Video demonstration available at: https://www.youtube.com/watch?v=GLL6m2K1huw
- Live demo scheduling for technical teams and client stakeholders
- Best practices guidance for showcasing DMI value during POV","Problem: 1. Activate DMI trial through Datadog Marketplace for client account
2. Contact support_ddp@novacloud.io for POV assistance and coordination
3. Provide client Master Organization ID to receive customer_key for configuration
4. Nova will provide deployment guidance specific to client MuleSoft environment

Deployment Assistance:
1. Documentation review: https://docs.ioconnectservices.com/dmi/installation
2. Environment assessment for proper deployment model configuration
3. Installation guidance for client infrastructure requirements
4. Configuration support for Connected App permissions and authentication

Demo Resources:
- Video demonstration available at: https://www.youtube.com/watch?v=GLL6m2K1huw
- Live demo scheduling for technical teams and client stakeholders
- Best practices guidance for showcasing DMI value during POV

Resolution: The support team should provide guidance on how to set up and deploy the Mulesoft + Datadog integration for a trial. This may include:
1. Providing documentation on the integration setup process.
2. Offering a demo environment or sandbox for testing.
3. Scheduling a call or video conference to walk through the deployment process.
4. Sharing best practices for demonstrating the integration's value during a POV.
5. Offering Spanish-language support if needed, as the client is based in Mexico and the support team includes Spanish speakers.",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"Datadog-MuleSoft Integration Trial Extension Request - The client needs to implement the Datadog-MuleSoft integration, but the standard 14-day trial period is insufficient due to holiday season interruptions. The AE is seeking contact information or instructions for integration setup, and an extension of the trial period until the end of January.","Problem: The client needs to implement the Datadog-MuleSoft integration, but the standard 14-day trial period is insufficient due to holiday season interruptions. The AE is seeking contact information or instructions for integration setup, and an extension of the trial period until the end of January.

Resolution: Trial Extension Request:
For DMI trial extensions, contact support_ddp@novacloud.io with extension request details including:
- Current trial status and expiration date
- Reason for extension requirement
- Requested extension duration
- Client Master Organization ID

Setup Instructions:
1. Ensure DMI trial is activated through Datadog Marketplace
2. Contact support_ddp@novacloud.io with Master Organization ID for customer_key
3. Follow installation guide for environment-specific configuration
4. Nova provides ongoing support during trial period",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",low
"Datadog Mule Integration: Trial Period, Deployment, and APM Connector Information - A customer is requesting information about deploying and trialing the Datadog Mule integration, including extending the trial period and understanding the available solutions.","Problem: A customer is requesting information about deploying and trialing the Datadog Mule integration, including extending the trial period and understanding the available solutions.

Resolution: Available Products:
Nova offers two separate and independent products for MuleSoft monitoring:

DMI (Datadog MuleSoft Integration):
- Infrastructure and platform monitoring with metrics, dashboards, and monitors
- 14-day trial available through Datadog Marketplace
- No code changes required in Mule applications

APM (Application Performance Monitoring):
- Separate product for distributed tracing and application performance monitoring
- Not included in DMI trial period
- Only available after purchasing APM license
- Requires code changes in Mule applications

Multi-Environment Deployment:
For deployment across multiple environments (Dev, QA, Production), each environment requires separate setup:
1. Deploy separate compute instance (VM, EC2, or server) per environment
2. Install Datadog agent on each instance
3. Install DMI integration on each instance
4. Configure environment-specific conf.yaml with respective env_id
5. Use same customer_key and Master Organization ID across all instances

Configuration Requirements per Environment:
- Linux: /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml
- Windows: C:\ProgramData\Datadog\conf.d\iocs_dmi.d\conf.yaml
- Same authentication credentials and customer_key
- Environment-specific env_id configuration

Trial Information:
- Standard trial period: 14 days through Datadog Marketplace
- Trial extension requests: Contact support_ddp@novacloud.io
- Extensions reviewed case-by-case basis

Installation Documentation:
- Complete installation guide: https://docs.ioconnectservices.com/dmi/installation
- Connected App permissions: https://docs.ioconnectservices.com/dmi/configuration-connectedapps",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"Request to extend and postpone trial period for Mule Integration with Datadog - The customer's current 14-day trial is set to end on December 26th, but they need more time to properly test and validate the integration. They are unable to conduct further testing until the second week of January due to staff vacations during the Christmas period.","Problem: The customer's current 14-day trial is set to end on December 26th, but they need more time to properly test and validate the integration. They are unable to conduct further testing until the second week of January due to staff vacations during the Christmas period.

Resolution: Trial Extension Request:
For DMI trial extensions, contact support_ddp@novacloud.io with extension request details including:
- Current trial status and expiration date
- Reason for extension requirement
- Requested extension duration
- Client Master Organization ID

Extension Process:
Nova handles all trial extension requests on case-by-case basis. Extension approval depends on evaluation requirements and implementation timeline needs.",datadog-mulesoft,"integration,mulesoft,datadog,network",medium
Request to Extend Mule Integration Trial Period - The customer feels they haven't had enough time to test and validate the integration's value due to the holiday period and staff vacations. They want to avoid unplanned spend while still having time to properly evaluate the integration.,"Problem: The customer feels they haven't had enough time to test and validate the integration's value due to the holiday period and staff vacations. They want to avoid unplanned spend while still having time to properly evaluate the integration.

Resolution: Trial Extension Request:
For DMI trial extensions, contact support_ddp@novacloud.io with extension request details including:
- Current trial status and expiration date
- Reason for extension requirement
- Requested extension duration
- Client Master Organization ID

Extension Process:
Nova handles all trial extension requests on case-by-case basis. Extension approval depends on evaluation requirements and implementation timeline needs.",datadog-mulesoft,"integration,mulesoft,datadog,network",medium
"Extending Mule Integration Trial Period - The standard 14-day trial period for the Mule Integration with Datadog is not sufficient for the customer to fully evaluate the product, especially during the holiday season when many team members are on vacation.","Problem: The standard 14-day trial period for the Mule Integration with Datadog is not sufficient for the customer to fully evaluate the product, especially during the holiday season when many team members are on vacation.

Resolution: Trial Extension Request:
For DMI trial extensions, contact support_ddp@novacloud.io with extension request details including:
- Current trial status and expiration date
- Reason for extension requirement
- Requested extension duration
- Client Master Organization ID

Extension Process:
Nova handles all trial extension requests on case-by-case basis. Extension approval depends on evaluation requirements and implementation timeline needs.",datadog-mulesoft,"integration,mulesoft,datadog,network",medium
"Trial Extension Request for Datadog-Mulesoft Integration - The customer needs more time to evaluate the integration product, as they haven't had enough time to test and validate its value. The holiday period is making it difficult for them to schedule further testing until the second week of January.","Problem: The customer needs more time to evaluate the integration product, as they haven't had enough time to test and validate its value. The holiday period is making it difficult for them to schedule further testing until the second week of January.

Resolution: Trial Extension Request:
For DMI trial extensions, contact support_ddp@novacloud.io with extension request details including:
- Current trial status and expiration date
- Reason for extension requirement
- Requested extension duration
- Client Master Organization ID

Extension Process:
Nova handles all trial extension requests on case-by-case basis. Extension approval depends on evaluation requirements and implementation timeline needs.",datadog-mulesoft,"integration,mulesoft,datadog,network",medium
"Trial Extension for Mule Integration in Datadog - The customer did not have enough time to fully evaluate the Mule Integration plugin during the initial 14-day trial period, especially considering the upcoming holiday season and staff availability.","Problem: The customer did not have enough time to fully evaluate the Mule Integration plugin during the initial 14-day trial period, especially considering the upcoming holiday season and staff availability.

Resolution: Trial Extension Request:
For DMI trial extensions, contact support_ddp@novacloud.io with extension request details including:
- Current trial status and expiration date
- Reason for extension requirement
- Requested extension duration
- Client Master Organization ID

Extension Process:
Nova handles all trial extension requests on case-by-case basis. Extension approval depends on evaluation requirements and implementation timeline needs.",datadog-mulesoft,"integration,mulesoft,datadog,network",medium
Trial Extension and Postponement for Datadog Mule Integration - Customer needed to extend their trial period for the Datadog Mule integration plugin and postpone it to a later date due to holiday schedules and resource availability.,"Problem: Customer needed to extend their trial period for the Datadog Mule integration plugin and postpone it to a later date due to holiday schedules and resource availability.

Resolution: Trial Extension Request:
For DMI trial extensions, contact support_ddp@novacloud.io with extension request details including:
- Current trial status and expiration date
- Reason for extension requirement
- Requested extension duration
- Client Master Organization ID

Extension Process:
Nova handles all trial extension requests on case-by-case basis. Extension approval depends on evaluation requirements and implementation timeline needs.",datadog-mulesoft,"integration,mulesoft,datadog,network",medium
"Trial Extension for Mule Integration in Datadog - The customer's initial 14-day trial period for the Mule Integration plugin was ending on December 26th, but they needed more time to properly evaluate the integration, especially considering the holiday period and staff availability.","Problem: The customer's initial 14-day trial period for the Mule Integration plugin was ending on December 26th, but they needed more time to properly evaluate the integration, especially considering the holiday period and staff availability.

Resolution: Trial Extension Request:
For DMI trial extensions, contact support_ddp@novacloud.io with extension request details including:
- Current trial status and expiration date
- Reason for extension requirement
- Requested extension duration
- Client Master Organization ID

Extension Process:
Nova handles all trial extension requests on case-by-case basis. Extension approval depends on evaluation requirements and implementation timeline needs.",datadog-mulesoft,"integration,mulesoft,datadog,network",medium
